제목,본문,답변
1:1 게임채팅내 민사소송이 가능한가요?,"피파온라인 1:1을 하고있는데 채팅창에 욕을한것도 아닙니다
상대방이 토트넘팀을 하고있는데 너무못해서 ""닭트넘 현실축구네"" 라고 한마디했더닠ㅋㅋㅋㅋ
지가 변호사라고하면서 민사고소 한다네요 이게 현실적으로 가능합니까?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
변호사 중에 '민사고소'라는 단어를 쓰는 사람은 없을 것 같습니다. 민사고소라는 단어는 없습니다."
전세세입자 집주인과 연락이안될때...,"한동짜리 빌라에 전세로 살고있는데 어느날보니 등기부에 국세체납으로 압류가 잡혀있더라구요 아직 만기는
9개월가량 남았지만 집주인이 연락이안되는 상태예요
(집주인이 갭투자식으로 임대사업자내고 전국으로 집을 엄청 가지고있고 현재 저희빌라에만 집주인집이 3채있는데 3곳모두 압류잡힌상태임))
압류문제때문에 세입자가 귀찮게할까봐 일부러 전화안받는거같은데
집에는 확정일자받았고 전세대출 받은상태예요 만기가되도 계속 연락이안됐을경우에 어떻게되는건가요?
최악의경우 제가 어느정도 손해를 보게될까요?
잘 아시는분만 도움좀주세요 ㅠ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
질문내용:
한동짜리 빌라에 전세로 살고있는데 어느날보니 등기부에 국세체납으로 압류가 잡혀있더라구요 아직 만기는
9개월가량 남았지만 집주인이 연락이안되는 상태예요
(집주인이 갭투자식으로 임대사업자내고 전국으로 집을 엄청 가지고있고 현재 저희빌라에만 집주인집이 3채있는데 3곳모두 압류잡힌상태임))
압류문제때문에 세입자가 귀찮게할까봐 일부러 전화안받는거같은데
집에는 확정일자받았고 전세대출 받은상태예요 만기가되도 계속 연락이안됐을경우에 어떻게되는건가요?
최악의경우 제가 어느정도 손해를 보게될까요?
잘 아시는분만 도움좀주세요 ㅠ
답변내용:
안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬입니다.
 대한변호사협회 부동산 전문 변호사입니다.
1. 질문자의 질문에 대하여 아래와 같이 답변해 봅니다.
2. 만기가 도래해도 계속 집주인이 연락을 받지 않을 경우 전세금을 제때에 반환받지 못하게 됩니다. 집주인이 계속 연락을 받지 않고 현재 압류도 해결하지 않을 경우 제3자가 집주인 소유의 현재 빌라에 대한 경매를 신청할 수 있고, 경매절차가 진행될 수도 있습니다. 그렇게 될 경우 확정일자에 따른 순위 및 대항력 유무에 따라 낙찰대금에서 전세금을 변제받을 수 있는데, 구체적인 낙찰대금이 얼마인지에 따라 전세금을 다 돌려받을 수 있는지 없는지 달라집니다. 최악의 경우에 얼마를 손해본다는 것에 대해 정해진 것은 없습니다. 만일 집주인이 계속해서 연락을 받지 않을 경우 법적 절차를 통해 집주인에게 계약갱신거절을 통보하고, 만기에 이르면 최대한 빠른 시일 내에 전세금반환청구소송을 제기할 필요가 있어 보입니다.
 3. 전세금 반환에 관하여 저희 블로그에 상세한 내용을 담은 포스팅이 있습니다. 자세한 내용은 아래 링크를 참고하시기 바랍니다.
https://blog.naver.com/itsmelawyer/222063969560
임대차보증금 반환받는 방법 첫 번째, 내용증명 발송하기
안녕하세요. 오늘 케이엔파트너스에서는 '임대차보증금 반환받는 방법'에 대해 설명할건데요. 임...
blog.naver.com
 https://blog.naver.com/itsmelawyer/222081279701
[부동산전문변호사] 전세보증금반환의 모든 것!
전세보증금반환 안녕하세요. 케이엔파트너스 부동산 법률 연구소 정종욱 변호사 입니다. 대한변호사협회 공...
blog.naver.com
https://blog.naver.com/itsmelawyer/222098572890
집주인으로부터 전세금 돌려받기 어려울 때 3가지!
전세금 돌려받기 안녕하세요. 케이엔파트너스 부동산법률연구소입니다. 오늘은 집주인으로부터 전세금 돌려...
blog.naver.com
4. 법률상담을 원하시면 네이버 지식 in Expert에서 이성찬 변호사를 찾아주세요. 아래 이미지를 클릭하시면 Expert 상담으로 바로 연결됩니다."
변호사 자격증 없이 지인을 통해서 민사소송이 진행 가능한가요?,"안녕하세요 제 일은 아니고 지인일이어서 변호사 법조인 분들의 의견을 듣고 싶어서 글을 올립니다

1주일전에 중고거래 사기를 당하여서 돈을 계속 안보내주길래 경찰서에서 고소진행을 하려했습니다

갑자기 페이스북 메시지로 연락이 오셔서 사기당하셨나요 이렇게 물어보신 다음에 30만원만 주시면

민사소송 진행 해드리고 아버지와 지인분이 변호사라고 하시더라구요 그래서 계좌번호 신분증 전화번호

받고 30만원을 믿고 송금하였습니다 오늘 고소장 양식이랑 상대 계좌에 대한  사진을 보내주는겁니다
그래서 저는 믿고 기다렸죠 근데 갑자기 민사소송으로 할지 아니면 어떤 회사에서 돈을 저 계좌로 보내어
계좌를 정지시킨다는겁니다 그래서 진짜인줄 알고 30만원을 더 요청하길래 보내려했지만 느낌이 이상하여보내지 않았습니다 만약에 이사람이 사기이고 이 진행해준다는 사람을 사기죄로 고소가 가능한지 궁금하고또한 제가 법적으로 위반된 행동을 한건지 궁금합니다 오늘은 이 사람이 이체확인증을 요청하였습니다 매우 잘 
계좌를 묶는다는겁니다","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
변호사가 아니면 타인을 대리하여 소송을 할 수 없습니다."
소액 부당이득금 수취인불명,"소액 부당이득금으로 인해 민사소송을 진행중입니다.

03월 29일 이행권고가 결정되었고 해당내용을 송달하려하는데
벌써 한달 째 송달이 안되고 있네요

처음에는 주소불명으로 한 번,
다시 주소 보정 명령을 받고 다시 특별 송달 이후에는 수취인 불명으로 나옵니다.

초본을 떼서 해당 주소로 보낸 것인데도 그러네요.

4월 14일 수취인 불명 이후에 지금까지 소식이없다가
갑자기 송달금을 추납하라는 통지서가 왔습니다.

이것은 어떤의미인가요?


피고에게 송달이 실패했으니 추가 경비를 들여 집행관이 재방문한다는 것인가요?
아니면 조만간 주소 보정이 다시 올까요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
추가로 송달절차를 진행해야 하는데 기 납부한 송달료로는 부족하니 더 내라는 말입니다."
법학관련학과의 선서,"안녕하세요! 저는 현재 의대 본과 3학년 재학중인 학생인데 제 아래로 동생이 있습니다. 동생은 인문계열학과에서 공부중이라 대학졸업 후 변호사가 되고싶다며 로스쿨을 준비중입니다. 다름이아니라, 혹시 법학 관련 학과에서도 의학과의 히포크라테스선서와 나이팅게일선서처럼 하는 선서가 있나요? 최근 방영되고있는 드라마 '로스쿨'도 재미있게 시청하고 있고 동생도 이쪽분야로 직업을 선택하는거같아 관심도가 높아졌습니다.","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
변호사의 경우 선서를 한 기억은 없었던 것 같습니다.
다만, 변호사법에 따라 변호사의 자격을 가진 자는 각종 공익적인 의무를 부담하게 되고, 이러한 측면에서는 우리나라 거의 모든 전문직종 중에서 공익적인 측면에서 가장 제한을 많이 받는 자격으로 알고 있습니다. 의사'면허'와 변호사'자격'처럼 면허와 자격은 그 개념이 다르니 그 점도 참고하시기 바랍니다."
유체동산압류와 유체동산 가압류는 다른건가요?,제목처럼 유체동산압류와 유체동산 가압류는 다른건가요?,"안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
가압류와 압류는 다릅니다.
다만 유체동산의 경우에는 가압류도 압류와 마찬가지로 채무자에게 타격이 큰 방법입니다.
압류와 가압류는 매각절차를 바로 진행할 수 있느냐의 차이가 있겠습니다."
유체동산압류 담보?,"채권자입니다. 유체동산압류에대해 알아보니 채무자 보호를 위해 담보를 걸어야한다고 나온걸 본 것 같은데
제가 이자까지 한 250만원 받기위해 유체동산압류를 진행하려하거든요. 당장 가진 현금은 70만원정도밖에 없고요.
근데 담보로 200~300만원 이상씩 명령떨어지는걸 본거같은데 그럴겅우 어떻게 하나요? 담보는 무조건 걸어야하나요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
담보금액이 2~300만원으로 나왔는데 내지 못하면 압류결정을 못 받습니다."
유류분 청구 소송,자녀 A와 B가 있을 때 A는 부모님 사망 전에 조금씩 재산을 받아왔고 B는 부모님 사망 후에 유산을 받았는데 이 경우 A가 B를 상대로 유류분 재산 소송을 해 승소할 수 있습니까? (받은 규모는 동일),"안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
구체적인 내용이 없어 정확한 답변은 힘드나, 통상 A, B가 동일한 규모의 재산을 수증, 상속 받았다면 그 어느 누구에게든 유류분부족액이 발생하지 않을 것으로 보이므로 유류분반환청구소송에서 승소하긴 어렵다고 생각합니다."
잘못입금된돈 소송비용,"실수로 다른사람계좌로 400만원을 입금을해서 은행에 연락을 취했으나 그분과 연락이 안된다고하네요

이럴경우 소송을 진행해야된다는데 금액이 얼마정도들까요?

또한 그사람이 돈을 썻는지 안썻는지 확인도 가능한가요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
본인이 직접 소송을 할 경우 돈이 거의 들지 않습니다. 변호사를 선임해서 소송을 하기는 힘든 액수입니다."
자동명도 내용증명 수취후 월세지급여부?,"계약만료기간이 21년 11월까지입니다
하지만 저희는 다른일로 먼저 나와있습니다
지금은 비어있는상태입니다
계약기간이 남아있어서
보증금에서 월세부분만큼 제하고 있는 상황이며
5월쯤 보증금이 월세로 다 빠져나가 보증금이 없게 되는 시점입니다
임대인은 보증금이 남아있지않은 5월에 자동명도 된다고
내용증명을 발송했습니다

이때 제가 잔여기간 6개월동안에 대해
월세를 지급해야되나요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬 입니다.
월차임을 지급할지 말지의 여부는 오로지 임차인의 선택에 달려 있습니다. 보증금을 다 소진시킬지 아니면 월세를 다 내고 보증금을 돌려받을지 선택하는 문제입니다."
집주인이 임대보증금을 반환하지 않아 법적 대응을 진행하려 합니다,"집주인이 임대보증금을 반환하지 않아 현재 법적 대응을 진행하려고 준비중에 있습니다.

가장 먼저 내용증명을 보내놔야 한다고 해서 내용증명을 임대차계약서에 있는 집주인의 주소로 내용증명을 보냈는데 '수취인불명'으로 거절당했습니다.

주소는 임대차계약서와 등기부등본을 확인해본 결과 제대로 작성했는데 집주인이 악의적으로 거부한 것 같습니다.

그래서 3가지 질문사항이 있는데 정확한 정보를 찾기가 정말 어렵네요....

요약 질문 2가지
1. 집주인이 받지 않은 내용증명도 법원 제출서류에 포함 될 수 있나요?
2. 대법원 나홀로소송으로 집행명령을 신청하려고하는데 집주인과의 전화통화 등 녹음파일은 어떻게 첨부 할 수 있나요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 이성찬입니다.
 대한변호사협회 부동산 전문 변호사입니다.
1. 질문자의 질문에 대하여 아래와 같이 답변해 봅니다.
2. 임대보증금을 집주인이 반환하지 않아 법적대응을 진행하려고 하는 경우,
집주인이 받지 않은 내용증명(수취인불명)을 법원에 제출하는 것은 소송당사자가 임의로 선택할 수 있는 사항입니다. 하지만 아무런 법적 의미가 없는 증거제출이 될 것입니다.
녹음은 기본적으로 서류의 형태인 녹취록 형태로 제출하는 것이 원칙입니다. 파일 형태로 제출하려면 입증방법 첨부파일로 제출하면 됩니다."
